x,y,prf_size,prf_ampl,bold_bsl,surr_ampl,surr_size,neur_bsl,surr_bsl,A,B,C,D,ratio (B/D),r2,size ratio,suppression index,ecc,polar,hrf_deriv,hrf_dsip,hemi,index,position,normal,stim_sizes,stim_betas
1.4626695571195818,-0.6546234834046201,1.0405603027948889,2.590455579754145,0.0,0.19979342137083475,3.512338605246887,2.9134108181282268,9.894168825118342,2.590455579754145,2.9134108181282268,0.19979342137083475,9.894168825118342,0.2944573586345066,0.8582943083830202,3.3754301368339106,0.8787458391485072,1.602477500107004,-0.42081789705253053,3.3076172964537247,0.0,L,3124,[-17.062332 -82.0487   -30.15878 ],[-0.24050499 -0.81023534  0.5344867 ],[2.51797788 7.80573142],[ 6.43605143 -0.27534978]
