hemi,x,y,prf_size,prf_ampl,bold_bsl,surr_ampl,surr_size,neur_bsl,surr_bsl,A,B,C,D,ratio (B/D),r2,size ratio,suppression index,ecc,polar,index,position,normal,stim_sizes
L,1.4217680513190252,-0.2785214374246261,0.7087815197293513,23.029459905323613,0.0,1.4638532312675667,5.037562530749715,23.056306081178263,99.99874406597556,23.029459905323613,23.056306081178263,1.4638532312675667,99.99874406597556,0.2305659565680799,0.7606952127450378,7.107355920726194,3.210923153858829,1.4487921116766815,-0.1934481813480554,4387,[-24.32088  -85.042816 -20.89439 ],[-0.60315324 -0.63437336  0.4835045 ],"[2.030456640472164, 5.637966982281929]"
R,-0.7444684101587297,-0.2384564027813523,0.6980035618420906,101.42329357990396,0.0,2.2704850220859085,5.101512638003853,101.44335632109632,99.99212463628618,101.42329357990396,101.44335632109632,2.2704850220859085,99.99212463628618,1.0145134598358512,0.7933258029900878,7.3087200651820865,1.1958138741362725,0.7817254439710205,-2.831613736126505,311352,[  7.3705754 -85.45827   -16.151464 ],[-0.69562674  0.69457237  0.18350114],[1.833 5.559]
