hemi,x,y,size,beta,baseline,r2,ecc,polar,index,position,normal
L,2.41160211408052548,-1.42406211453882552,1.42641570123764244,15.946656444952152,-0.15450332490912516,0.7532994710430592,2.5932171309111003,-0.5334083237324191,10009,[-28.956 -67.898 -39.823],[-0.031 -0.66   0.75 ]
