hemi,x,y,size,beta,baseline,r2,ecc,polar,index,position,normal
L,1.862558158621028,-2.07815732719401,0.8226632904171385,1.3308297717972346,-0.0319777944428861,0.8900606022250817,2.583957307295507,-0.8400543394875013,646,[-20.9   -83.389  -9.735],[0.542 0.84  0.033]
