hemi,x,y,size,beta,baseline,r2,ecc,polar,index,position,normal
L,1.38456,−0.8762364,1.3700621842771927,8.760205444454309,-0.16302043112677905,0.7045073975376486,1.517212960959699,-0.5642133503451663,4578,[-24.964 -80.653 -39.915],[-0.879 -0.431 -0.204]
