hemi,x,y,size,beta,baseline,r2,ecc,polar,index,position,normal
L,2.297,-0.615,1.229,4.102,-0.108,0.751,2.3779053807920953,-0.26160469399872416,4386,[-24.061 -85.42  -21.133],[-0.578 -0.705  0.412]
