hemi,x,y,size,beta,baseline,r2,ecc,polar,index,position,normal
L,3.519740271952248,-2.417466787083356,1.181079869609446,3.0411948208490087,-0.09930947492664263,0.6814388647202003,4.269978600491296,-0.6018329339541566,148421,[-23.055 -80.747 -25.734],[ 0.272  0.468 -0.841]
